Incident Number,Initial Call Type,Final Call Type,Responding Agency,Primary Responding Unit,Call Creation Time,First Dispatched Time,First Arrival Time,Clear Time,Priority,Call Creation Mechanism
15295498,FOLUP ,FOLLOW UP,SPD ,5C2   ,10:25.0,10:25.0,10:25.0,40:34.0,5,SELF 
15295505,FNDPRO,FOUND PROPERTY,SPD ,5C6   ,21:54.0,33:37.0,41:20.0,51:15.0,8,PHONE
15295515,FNDPRO,FOUND PROPERTY,SPD ,5C6   ,33:27.0,51:20.0,00:23.0,50:43.0,8,PHONE
15295544,FOLUP ,FOLLOW UP,SPD ,4S45  ,30:59.0,30:59.0,30:59.0,42:53.0,5,SELF 
15295547,ATL   ,ATTEMPT TO LOCATE,SPD ,2S12  ,33:54.0,33:54.0,33:54.0,42:49.0,5,SELF 
15295585,FOLUP ,FOLLOW UP,SPD ,5C1   ,24:02.0,24:02.0,24:02.0,35:46.0,5,SELF 
15295595,FOLUP ,FOLLOW UP,SPD ,4S43  ,36:13.0,36:13.0,36:13.0,58:37.0,5,SELF 
15295605,THEFT ,THEFT,SPD ,2S12  ,48:35.0,03:34.0,19:05.0,08:58.0,4,PHONE
15295609,UNKNPR,UNKNOWN PROBLEM,SPD ,2S11  ,51:15.0,05:37.0,07:13.0,11:51.0,3,W911 
15295620,BURG  ,BURGLARY,SPD ,5C6   ,11:24.0,14:51.0,30:16.0,12:38.0,8,PHONE
15295623,INCALL,INCOMPLETE CALL,SPD ,2S11  ,13:40.0,23:11.0,26:50.0,36:04.0,3,W911 
15295650,SUSPSU,SUSPICIOUS SUBJECT,SPD ,2S11  ,54:23.0,59:58.0,07:01.0,17:35.0,3,PHONE
15295652,WARSER,WARRANT SERVICE,SPD ,SP600 ,56:47.0,56:47.0,56:47.0,02:31.0,4,SELF 
15295667,JUVPRO,JUVENILE PROBLEM,SPD ,SP357 ,10:41.0,28:09.0,NULL,28:13.0,3,W911 
15149580,DSPUT ,DISPUTE,SPD ,1S21  ,38:32.0,45:58.0,54:58.0,13:01.0,3,PHONE
15149586,DSRDJU,WARRANT SERVICE,SPD ,1S18  ,49:13.0,53:16.0,54:41.0,50:29.0,4,E911 
15149639,DSPUT ,DISPUTE,SPD ,1S22  ,06:34.0,22:35.0,26:59.0,39:01.0,3,W911 
15149668,SUSPSU,CRIMINAL TRESPASS,SPD ,1S11  ,04:42.0,06:11.0,08:26.0,45:04.0,3,E911 
15149690,LOCSUB,WARRANT SERVICE,SPD ,2S11  ,44:33.0,44:33.0,44:33.0,30:56.0,4,SELF 
15149724,ALMAUD,AUDIBLE ALARM,SPD ,2S12  ,54:34.0,55:56.0,02:32.0,07:48.0,3,PHONE
15149730,WARSER,WARRANT SERVICE,SPD ,SP659 ,15:03.0,15:03.0,15:03.0,15:50.0,4,SELF 
15149749,ILGLPK,ILLEGAL PARKING,SPD ,2S22  ,41:09.0,47:55.0,51:44.0,52:01.0,5,PHONE
15149769,TRFSTP,LOCATION WANTED SUBJECT,SPD ,2S11  ,26:18.0,26:19.0,26:19.0,05:29.0,4,SELF 
15149787,TRSPS ,CRIMINAL TRESPASS,SPD ,2S12  ,48:39.0,52:40.0,12:25.0,03:02.0,3,PHONE
15149924,CARDAR,CARDIAC ARREST,SPD ,2S11  ,15:51.0,16:28.0,19:25.0,49:35.0,3,W911 
15150031,ANICMP,ANIMAL COMPLAINT,SPD ,3S21  ,45:38.0,48:40.0,56:23.0,58:47.0,5,PHONE
15150037,TRFHAZ,TRAFFIC HAZARD,SPD ,3S23  ,53:48.0,30:21.0,33:46.0,34:56.0,3,PHONE
15150043,DSPUT ,DISPUTE,SPD ,3S12  ,02:32.0,06:56.0,14:14.0,31:34.0,3,W911 
15150064,DSPUT ,DISPUTE,SPD ,3S23  ,26:03.0,35:39.0,39:09.0,50:52.0,3,W911 
15150079,SUSPSU,SUSPICIOUS SUBJECT,SPD ,3S12  ,46:30.0,48:14.0,50:48.0,00:06.0,3,W911 
15150090,SUSPSU,SUSPICIOUS SUBJECT,SPD ,3S12  ,01:35.0,06:00.0,10:29.0,45:34.0,3,PHONE
15150109,TRSPS ,CRIMINAL TRESPASS,SPD ,3S11  ,34:17.0,27:21.0,NULL,27:38.0,4,PHONE
15150137,CHKWLF,CHECK WELFARE,SPD ,3J81  ,14:24.0,21:57.0,41:05.0,03:39.0,7,PHONE
15150153,DSPUT ,ASSAULT,SPD ,3S11  ,33:38.0,43:23.0,50:54.0,10:25.0,3,W911 
15150168,LOUDNO,LOUD NOISE,SPD ,      ,43:53.0,NULL,NULL,NULL,4,PHONE
15150181,MVAUNK,HIT AND RUN,SPD ,3S21  ,57:29.0,03:45.0,07:45.0,37:42.0,3,W911 
15150185,ASLT  ,ASSAULT,SPD ,      ,58:22.0,NULL,NULL,NULL,3,W911 
15150213,DSPUT ,HARASSMENT,SPD ,3S12  ,23:54.0,45:39.0,NULL,49:27.0,4,W911 
15150216,SUSPCO,SUSPICIOUS CONDITIONS,SPD ,3S22  ,32:10.0,39:29.0,45:32.0,07:03.0,5,PHONE
15150225,DSPUT ,DISPUTE,SPD ,3S13  ,48:29.0,27:21.0,34:18.0,42:27.0,3,PHONE
15150228,DISVEH,DISABLED VEHICLE,SPD ,3S22  ,54:26.0,54:27.0,54:27.0,56:28.0,4,SELF 
15150279,CHKWLF,CHECK WELFARE,SPD ,      ,06:32.0,NULL,NULL,NULL,4,PHONE
15150282,DSPUT ,DISPUTE,SPD ,3S23  ,09:42.0,12:01.0,18:49.0,28:04.0,3,W911 
15150287,BURG  ,BURGLARY,SPD ,3S11  ,14:19.0,29:39.0,31:26.0,55:44.0,2,E911 
15150296,ILGLBU,ILLEGAL BURNING,SPD ,      ,23:02.0,NULL,NULL,NULL,5,PHONE
15150395,SUSPSU,WARRANT SERVICE,SPD ,1S18  ,01:32.0,04:43.0,08:27.0,06:32.0,4,PHONE
15150410,GSW   ,GUNSHOT WOUND,SPD ,1S12  ,40:02.0,41:20.0,42:19.0,38:59.0,3,PHONE
15150414,DSPUT ,DISPUTE,SPD ,1S21  ,52:12.0,53:25.0,01:44.0,21:43.0,3,W911 
15150417,DSPUT ,ASSAULT,SPD ,1S18  ,05:03.0,08:03.0,23:00.0,26:12.0,3,W911 
15150418,THEFT ,THEFT,SPD ,1S11  ,05:30.0,12:03.0,14:41.0,25:02.0,3,PHONE
15150433,ALMAUD,AUDIBLE ALARM,SPD ,1S11  ,42:53.0,49:58.0,54:21.0,00:47.0,3,PHONE
15150444,THEFT ,THEFT,SPD ,2S12  ,23:54.0,34:54.0,45:37.0,09:02.0,4,PHONE
15150463,ALMAUD,AUDIBLE ALARM,SPD ,2S21  ,35:17.0,43:00.0,52:00.0,54:56.0,3,PHONE
15150472,FNDANI,FOUND ANIMAL,SPD ,5C1   ,22:40.0,35:06.0,35:10.0,47:43.0,5,PHONE
15150536,FNDANI,FOUND ANIMAL,SPD ,5C1   ,09:27.0,09:27.0,41:35.0,41:38.0,5,SELF 
15150598,ALMAUD,AUDIBLE ALARM,SPD ,2S12  ,38:43.0,49:15.0,53:35.0,02:05.0,3,PHONE
15150613,DSPUT ,DISPUTE,SPD ,2S22  ,53:20.0,54:59.0,01:55.0,12:46.0,3,W911 
15150633,CHKWLF,CHECK WELFARE,SPD ,3J81  ,18:12.0,20:03.0,28:11.0,12:45.0,4,PHONE
15150636,ATLDRK,ATTEMPT TO LOCATE DRUNK DRIVER,SPD ,2S22  ,20:56.0,22:13.0,NULL,34:15.0,3,PHONE
15150678,ASTPUB,ASSIST PUBLIC- POLICE,SPD ,      ,13:55.0,NULL,NULL,NULL,4,PHONE
15150695,UUV   ,UNAUTHORIZED USE OF VEHICLE,SPD ,3S13  ,28:04.0,41:56.0,47:30.0,03:54.0,4,PHONE
15150703,TRFSTP,SUSPICIOUS CONDITIONS,SPD ,2S11  ,35:18.0,35:18.0,35:18.0,51:04.0,6,SELF 
15150725,ASTOUT,ASSIST OUTSIDE AGENCY,SPD ,3J81  ,00:57.0,12:53.0,39:27.0,15:09.0,4,PHONE
15150732,THEFT ,THEFT,SPD ,3S13  ,06:44.0,04:25.0,07:10.0,52:54.0,4,PHONE
15150750,LOCVEH,RECOVERED STOLEN VEHICLE,SPD ,      ,22:16.0,NULL,NULL,NULL,4,PHONE
15150755,FNDPRO,FOUND PROPERTY,SPD ,      ,30:20.0,NULL,NULL,NULL,5,PHONE
15150834,CHKWLF,CHECK WELFARE,SPD ,3J81  ,51:37.0,01:45.0,13:04.0,50:00.0,7,PHONE
15222394,TRFSTP,ARREST,SPD ,3S23  ,44:10.0,44:10.0,44:10.0,53:19.0,3,SELF 
15222397,THEFT ,THEFT,SPD ,3S11  ,49:10.0,51:01.0,57:14.0,55:57.0,3,PHONE
15222445,DSRDSU,DISORDERLY SUBJECT,SPD ,3S22  ,16:38.0,35:11.0,NULL,39:19.0,3,PHONE
15222475,DSPUT ,DISPUTE,SPD ,3S12  ,02:49.0,04:24.0,07:39.0,10:15.0,3,E911 
15222481,TRFSTP,TRAFFIC STOP,SPD ,3S21  ,11:21.0,11:21.0,11:21.0,24:54.0,6,SELF 
15222486,THFTBK,THEFT OF BICYCLE,SPD ,SP628 ,21:06.0,24:36.0,24:36.0,25:00.0,9,PHONE
15222498,TRFHAZ,TRAFFIC HAZARD,SPD ,      ,39:33.0,NULL,NULL,NULL,9,PHONE
15222502,TRFSTP,TRAFFIC STOP,SPD ,3S13  ,50:52.0,50:53.0,50:53.0,58:11.0,6,SELF 
15222510,TRFSTP,TRAFFIC STOP,SPD ,3S13  ,11:15.0,11:15.0,11:15.0,18:09.0,6,SELF 
15222511,SUSPCO,ASSAULT,SPD ,3S13  ,14:20.0,39:07.0,46:15.0,49:50.0,3,W911 
15222513,TRFSTP,TRAFFIC STOP,SPD ,3S11  ,24:17.0,24:17.0,24:17.0,25:22.0,6,SELF 
15222527,SUISUB,SUICIDAL SUBJECT,SPD ,3S11  ,46:11.0,47:13.0,52:55.0,19:42.0,3,PHONE
15222553,MVAUNK,MOTOR VEH ACC UNKNOWN INJ,SPD ,1S21  ,23:34.0,23:53.0,29:08.0,08:32.0,3,PHONE
15222617,TRFSTP,TRAFFIC STOP,SPD ,1S22  ,00:05.0,00:06.0,00:06.0,33:54.0,6,SELF 
15222618,TRFSTP,TRAFFIC STOP,SPD ,1S18  ,01:39.0,01:40.0,01:40.0,06:16.0,6,SELF 
15222621,SUISUB,INTERFERING WITH POLICE,SPD ,1S11  ,08:51.0,09:18.0,13:06.0,36:51.0,4,PHONE
15222624,TRFSTP,WARRANT SERVICE,SPD ,1S18  ,30:13.0,30:13.0,30:13.0,28:24.0,4,SELF 
15222630,PERSTP,DETOXIFICATION,SPD ,1S21  ,00:58.0,00:59.0,00:59.0,43:42.0,3,SELF 
15222631,TRFSTP,TRAFFIC STOP,SPD ,1S12  ,17:40.0,17:40.0,17:40.0,24:31.0,6,SELF 
15222657,TRFSTP,WARRANT SERVICE,SPD ,1S22  ,08:26.0,08:26.0,08:26.0,32:45.0,4,SELF 
15222704,TRFCOM,TRAFFIC COMPLAINT,SPD ,2M1   ,03:05.0,03:05.0,03:05.0,12:58.0,4,SELF 
15222705,TRFCOM,TRAFFIC COMPLAINT,SPD ,2M3   ,03:51.0,03:51.0,03:51.0,26:06.0,4,SELF 
15222710,TRFSTP,TRAFFIC STOP,SPD ,2M1   ,13:27.0,13:27.0,13:27.0,17:14.0,6,SELF 
15222714,SEZCON,SEIZED CONTRABAND,SPD ,4S72  ,22:20.0,22:40.0,NULL,22:52.0,4,PHONE
15222716,IPN   ,IN POSSESSION OF NARCOTICS,SPD ,4S72  ,22:56.0,23:11.0,NULL,23:17.0,4,PHONE
15222718,TRFSTP,TRAFFIC STOP,SPD ,2M3   ,26:20.0,26:20.0,26:20.0,36:06.0,6,SELF 
15222720,TRFSTP,TRAFFIC STOP,SPD ,2M1   ,29:31.0,29:31.0,29:31.0,35:55.0,6,SELF 
15222726,TRFSTP,TRAFFIC STOP,SPD ,2M3   ,40:04.0,40:04.0,40:04.0,41:20.0,6,SELF 
15222741,MVAUNK,MOTOR VEH ACC UNKNOWN INJ,SPD ,2S11  ,01:05.0,03:02.0,04:43.0,08:24.0,3,PHONE
15222746,TOWVEH,TOWED VEHICLE,SPD ,      ,07:05.0,NULL,NULL,NULL,9,PHONE
15222755,TRFSTP,TRAFFIC STOP,SPD ,2M1   ,25:28.0,25:28.0,25:28.0,31:08.0,6,SELF 
15222757,TRFSTP,TRAFFIC STOP,SPD ,2S12  ,29:52.0,29:52.0,29:52.0,31:34.0,6,SELF 
15222763,BURG  ,CRIMINAL MISCHIEF,SPD ,5C2   ,42:30.0,15:10.0,17:41.0,20:00.0,4,PHONE
15222767,TRFSTP,TRAFFIC STOP,SPD ,2M1   ,47:48.0,47:49.0,47:49.0,53:49.0,6,SELF 
15222799,MVAINJ,MOTOR VEH ACC INJURY,SPD ,2S21  ,26:40.0,28:13.0,31:59.0,59:52.0,3,W911 
15222826,LOSTPR,LOST PROPERTY,SPD ,SP687 ,02:24.0,03:28.0,03:28.0,04:23.0,9,PHONE
15222834,GRAFIT,CRIMINAL MISCHIEF,SPD ,5C2   ,11:15.0,20:33.0,28:26.0,56:13.0,8,PHONE
15222840,TRFSTP,TRAFFIC STOP,SPD ,2M1   ,19:47.0,19:47.0,19:47.0,29:12.0,6,SELF 
15222854,TRFSTP,TRAFFIC STOP,SPD ,2M1   ,30:34.0,30:34.0,30:34.0,50:19.0,6,SELF 
15222864,DEADSU,DECEASED SUBJECT,SPD ,2S18  ,38:07.0,40:40.0,43:10.0,55:34.0,3,PHONE
15222869,TRFSTP,TRAFFIC STOP,SPD ,SP357 ,42:47.0,42:47.0,42:47.0,49:54.0,6,SELF 
15222893,SUSPVE,SUSPICIOUS VEHICLE,SPD ,5C1   ,19:33.0,51:50.0,57:31.0,02:46.0,4,PHONE
15222904,INCALL,INCOMPLETE CALL,SPD ,      ,34:19.0,NULL,NULL,NULL,3,PHONE
15222911,TRSPS ,CRIMINAL TRESPASS,SPD ,2S11  ,40:52.0,43:48.0,45:43.0,28:32.0,3,PHONE
15222932,BURG  ,BURGLARY,SPD ,2S21  ,58:40.0,12:27.0,30:35.0,35:00.0,4,PHONE
15222940,TRFSTP,TRAFFIC STOP,SPD ,2M1   ,03:27.0,03:27.0,03:27.0,09:05.0,6,SELF 
15222947,FNDPRO,FOUND PROPERTY,SPD ,5C2   ,06:12.0,39:55.0,46:52.0,15:03.0,8,PHONE
15222952,TRFSTP,TRAFFIC STOP,SPD ,2M3   ,11:11.0,11:11.0,11:11.0,19:52.0,6,SELF 
15222956,TRFSTP,TRAFFIC STOP,SPD ,2M1   ,13:56.0,13:56.0,13:56.0,25:16.0,6,SELF 
15222959,THEFT ,THEFT,SPD ,3S11  ,20:28.0,21:03.0,21:48.0,39:17.0,5,PHONE
15222963,TRFSTP,TRAFFIC STOP,SPD ,2M1   ,32:05.0,32:05.0,32:05.0,38:30.0,6,SELF 
15295673,LOCSUB,LOCATION WANTED SUBJECT,SPD ,SP357 ,18:53.0,18:54.0,18:54.0,25:00.0,4,SELF 
15295677,THEFT ,THEFT,SPD ,SP655 ,21:09.0,30:28.0,30:28.0,31:01.0,9,PHONE
15295680,CHKWLF,CHECK WELFARE,SPD ,3J81  ,22:31.0,08:11.0,15:54.0,23:53.0,7,PHONE
15295702,CRMSCH,CRIMINAL MISCHIEF,SPD ,5C4   ,51:11.0,33:57.0,51:55.0,17:33.0,5,PHONE
15295708,FNDCON,FOUND CONTRABAND,SPD ,2S22  ,59:25.0,07:32.0,07:37.0,57:42.0,5,PHONE
15295726,WARSER,WARRANT SERVICE,SPD ,SP600 ,19:23.0,19:23.0,19:23.0,22:54.0,4,SELF 
15295760,FOLUP ,FOLLOW UP,SPD ,2S21  ,00:41.0,00:41.0,00:41.0,34:42.0,5,SELF 
15295779,DOGVIC,DOG VICIOUS,SPD ,5C1   ,18:06.0,22:09.0,36:18.0,38:31.0,3,PHONE
15295815,CRMSCH,CRIMINAL MISCHIEF,SPD ,5C4   ,54:17.0,45:24.0,02:31.0,12:39.0,4,PHONE
15295820,FOLUP ,FOLLOW UP,SPD ,2S21  ,59:41.0,59:41.0,59:41.0,15:40.0,5,SELF 
15295822,HARAS ,CRIMINAL TRESPASS,SPD ,3S11  ,02:03.0,43:31.0,47:49.0,04:08.0,3,PHONE
15295835,IPN   ,IN POSSESSION OF NARCOTICS,SPD ,3S23  ,24:45.0,28:01.0,39:11.0,46:37.0,5,PHONE
15295840,SEXAB ,SEX ABUSE,SPD ,3S13  ,28:17.0,38:33.0,50:45.0,01:25.0,4,PHONE
15295889,TRSPS ,CRIMINAL TRESPASS,SPD ,K98   ,15:06.0,15:07.0,15:37.0,46:24.0,3,SELF 
15295892,LOCPRO,LOCATION STOLEN PROPERTY,SPD ,3S13  ,17:24.0,16:02.0,NULL,23:04.0,4,PHONE
15295900,FOLUP ,FOLLOW UP,SPD ,4S45  ,31:15.0,31:15.0,31:15.0,33:37.0,5,SELF 
15295904,THEFT ,THEFT,SPD ,3S12  ,34:27.0,27:08.0,08:25.0,06:56.0,8,PHONE
15295921,UNATCH,UNATTENDED CHILDREN,SPD ,3S13  ,56:50.0,01:35.0,05:01.0,16:05.0,3,W911 
15295926,REPO  ,REPOSSESSED VEHICLE,SPD ,      ,03:23.0,NULL,NULL,NULL,9,PHONE
15295932,TRFHAZ,TRAFFIC HAZARD,SPD ,5C4   ,06:12.0,17:35.0,25:40.0,25:41.0,8,PHONE
15295951,FRAUD ,FRAUD,SPD ,      ,23:59.0,NULL,NULL,NULL,9,PHONE
15295976,DSRDSU,DISORDERLY SUBJECT,SPD ,3S12  ,54:52.0,01:56.0,07:37.0,13:58.0,4,PHONE
15296037,THEFT ,THEFT,SPD ,      ,57:14.0,NULL,NULL,NULL,9,PHONE
15296070,3050,SHOPLIFT 3050 PROGRAM,SPD ,3S11  ,42:20.0,45:33.0,57:28.0,49:39.0,4,PHONE
15296094,CARDAR,DECEASED SUBJECT,SPD ,3S13  ,19:58.0,30:30.0,35:51.0,18:30.0,3,E911 
15296154,ABANVE,ABANDONED VEHICLE,SPD ,5C4   ,00:06.0,00:07.0,00:07.0,02:08.0,5,SELF 
15296156,SUSPCO,SUSPICIOUS CONDITIONS,SPD ,5C2   ,01:53.0,01:52.0,09:50.0,30:50.0,4,PHONE
15296158,DSPUT ,DISPUTE,SPD ,1S12  ,04:59.0,13:58.0,18:16.0,21:08.0,3,PHONE
15296163,DSPUT ,DISPUTE,SPD ,1S22  ,11:38.0,14:05.0,17:27.0,19:38.0,3,W911 
15296164,PERSTP,PERSON STOP,SPD ,3S22  ,11:40.0,11:40.0,11:40.0,16:01.0,6,SELF 
15296183,LOUDNO,LOUD NOISE,SPD ,1S22  ,43:37.0,34:00.0,37:17.0,40:56.0,5,PHONE
15296197,DSPUT ,DISPUTE,SPD ,1S18  ,18:36.0,20:08.0,20:38.0,46:38.0,3,W911 
15296202,TRFSTP,FOLLOW UP,SPD ,1S12  ,30:31.0,30:40.0,39:10.0,53:24.0,5,SELF 
15296225,MVAUNK,HIT AND RUN,SPD ,1S21  ,11:11.0,12:33.0,21:20.0,27:24.0,3,W911 
15296268,TRFHAZ,TRAFFIC HAZARD,SPD ,1S11  ,28:54.0,30:30.0,35:09.0,40:52.0,3,W911 
15296299,ATL   ,ATTEMPT TO LOCATE,SPD ,      ,16:23.0,NULL,NULL,NULL,5,PHONE
15296300,TRFSTP,DWS,SPD ,1S22  ,17:10.0,17:11.0,17:11.0,53:05.0,4,SELF 
15296326,DSPUT ,DISPUTE,SPD ,1S12  ,11:26.0,12:57.0,20:49.0,40:02.0,3,PHONE
15296331,THFTVE,THEFT FROM VEHICLE,SPD ,1S11  ,38:59.0,04:25.0,17:07.0,35:45.0,4,PHONE
15296334,WARSER,WARRANT SERVICE,SPD ,SP076 ,50:51.0,52:00.0,52:00.0,52:14.0,4,PHONE
15296385,CHKWLF,CHECK WELFARE,SPD ,2S11  ,24:55.0,49:39.0,13:00.0,24:12.0,4,PHONE
15296395,FOLUP ,FOLLOW UP,SPD ,4S45  ,40:58.0,40:58.0,40:58.0,58:22.0,5,SELF 
15296399,FOLUP ,FOLLOW UP,SPD ,SP357 ,51:14.0,51:14.0,51:14.0,10:44.0,5,SELF 
15296400,TRSPS ,CRIMINAL TRESPASS,SPD ,2S22  ,53:16.0,56:46.0,13:41.0,16:49.0,4,PHONE
15296407,FOLUP ,FOLLOW UP,SPD ,SP289 ,08:15.0,08:15.0,08:15.0,01:12.0,5,SELF 
15296427,TRFSTP,TRAFFIC STOP,SPD ,2S22  ,46:08.0,46:08.0,46:08.0,19:59.0,6,SELF 
15296429,SUSPCO,SUSPICIOUS CONDITIONS,SPD ,      ,47:58.0,NULL,NULL,NULL,9,PHONE
15296430,FRAUD ,FRAUD,SPD ,2S21  ,49:03.0,34:58.0,50:16.0,05:32.0,5,PHONE
15296436,FRAUD ,FRAUD,SPD ,SP693 ,00:04.0,03:10.0,03:10.0,05:44.0,9,PHONE
15296437,THEFT ,THEFT,SPD ,5C2   ,05:23.0,20:14.0,33:17.0,50:44.0,8,PHONE
15296438,LOSTPR,LOST PROPERTY,SPD ,SP693 ,05:53.0,07:19.0,07:19.0,11:36.0,9,PHONE
15296449,FOLUP ,FOLLOW UP,SPD ,2S12  ,19:38.0,19:38.0,19:38.0,22:51.0,5,SELF 
15296454,BURG  ,BURGLARY,SPD ,5C2   ,29:30.0,50:54.0,58:35.0,21:51.0,8,PHONE
15150835,UNKNPR,UNKNOWN PROBLEM,SPD ,2M2   ,54:12.0,54:13.0,54:13.0,54:46.0,3,SELF 
15150836,UNATCH,CHILD NEGLECT,SPD ,3S11  ,57:17.0,58:38.0,02:31.0,19:55.0,3,W911 
15150864,ANICRU,ANIMAL CRUELTY,SPD ,      ,31:55.0,NULL,NULL,NULL,3,W911 
15150883,ANICRU,ANIMAL CRUELTY,SPD ,      ,54:16.0,NULL,NULL,NULL,3,PHONE
15150890,RNWYJU,RUNAWAY JUVENILE,SPD ,      ,04:33.0,NULL,NULL,NULL,5,PHONE
15150899,MVAUNK,MOTOR VEH ACC UNKNOWN INJ,SPD ,3S22  ,15:21.0,17:31.0,23:21.0,45:40.0,3,PHONE
15150907,DSRDJU,DISORDERLY JUVENILES,SPD ,3S10  ,25:50.0,41:50.0,41:52.0,42:26.0,3,PHONE
15150939,TRAN  ,TRANSPORT,SPD ,3S12  ,48:22.0,14:31.0,20:02.0,34:01.0,5,PHONE
15150946,TRFSTP,ASSIST MOTORIST,SPD ,3S22  ,54:27.0,54:27.0,54:27.0,59:10.0,6,SELF 
15150969,NUSVEH,NUISANCE VEHICLE,SPD ,3S11  ,26:10.0,39:48.0,NULL,03:22.0, ,PHONE
15150986,CHKWLF,CHECK WELFARE,SPD ,3J81  ,48:47.0,50:49.0,18:46.0,25:26.0,7,PHONE
15151027,MVAUNK,MOTOR VEH ACC UNKNOWN INJ,SPD ,3S13  ,52:47.0,53:35.0,57:46.0,17:29.0,3,PHONE
15151050,DSPTFM,DISPUTE FAMILY,SPD ,3S12  ,15:55.0,38:43.0,50:28.0,20:08.0,3,W911 
15151077,TRSPS ,CRIMINAL TRESPASS,SPD ,3S22  ,48:40.0,52:32.0,54:48.0,15:01.0,3,PHONE
15151083,REKDRI,RECKLESS DRIVING,SPD ,      ,58:19.0,NULL,NULL,NULL,4,PHONE
15151087,CHKWLF,CHECK WELFARE,SPD ,3J81  ,01:13.0,39:35.0,52:09.0,48:56.0,4,PHONE
15151101,DSRDSU,DISORDERLY SUBJECT,SPD ,3S11  ,18:48.0,22:22.0,28:24.0,45:03.0,3,W911 
15151104,TRFSTP,WARRANT SERVICE,SPD ,3S12  ,27:49.0,27:49.0,27:49.0,16:21.0,6,SELF 
15151108,HARAS ,HARASSMENT,SPD ,1S11  ,34:25.0,23:47.0,28:21.0,03:24.0,4,PHONE
15151111,TRFSTP,DUII,SPD ,3S22  ,37:34.0,37:34.0,37:34.0,28:01.0,6,SELF 
15151128,ILGLFR,ILLEGAL FIREWORKS,SPD ,      ,57:41.0,NULL,NULL,NULL,5,PHONE
15151150,CHKWLF,CHECK WELFARE,SPD ,3J81  ,40:49.0,42:21.0,48:48.0,32:31.0,4,PHONE
15151154,ATLDRK,ATTEMPT TO LOCATE DRUNK DRIVER,SPD ,      ,49:14.0,NULL,NULL,NULL,3,PHONE
15151191,DSRDSU,DISORDERLY SUBJECT,SPD ,      ,46:32.0,NULL,NULL,NULL,5,PHONE
15151216,VIORST,WARRANT SERVICE,SPD ,1S18  ,54:39.0,00:59.0,02:00.0,56:52.0,4,PHONE
15151235,PTRLCK,WARRANT SERVICE,SPD ,1S22  ,22:51.0,22:51.0,22:51.0,48:31.0,4,SELF 
15151264,ASTOUT,ASSIST OUTSIDE AGENCY,SPD ,1S12  ,45:21.0,45:21.0,NULL,57:36.0,4,PHONE
15151277,REPO  ,REPOSSESSED VEHICLE,SPD ,      ,23:47.0,NULL,NULL,NULL,9,PHONE
15151316,WARSER,WARRANT SERVICE,SPD ,SP680 ,41:02.0,41:02.0,41:02.0,41:06.0,4,SELF 
15151319,SUSPCO,SUSPICIOUS CONDITIONS,SPD ,2S12  ,45:08.0,53:33.0,15:48.0,30:39.0,3,PHONE
15151356,ALMSIL,ALARM SILENT,SPD ,2S11  ,53:50.0,57:59.0,03:00.0,15:13.0,3,PHONE
15151357,TRFSTP,WARRANT SERVICE,SPD ,2S22  ,54:39.0,54:39.0,54:39.0,16:26.0,4,SELF 
15151383,FNDANI,FOUND ANIMAL,SPD ,5C1   ,32:07.0,55:56.0,06:32.0,16:06.0,5,PHONE
15151392,ANICRU,RECOVERED STOLEN PROPERTY,SPD ,2S21  ,38:47.0,42:39.0,44:55.0,21:50.0,4,PHONE
15151427,OPNDOR,OPEN DOOR,SPD ,2S18  ,28:47.0,28:48.0,28:48.0,28:50.0,4,SELF 
15151445,SUSPCO,SUSPICIOUS CONDITIONS,SPD ,2S11  ,46:59.0,23:01.0,26:47.0,38:39.0,3,PHONE
15151458,WARSER,WARRANT SERVICE,SPD ,SP680 ,01:23.0,01:23.0,01:23.0,01:27.0,4,SELF 
15151489,ATLDRK,DUII,SPD ,2M3   ,19:27.0,25:18.0,30:43.0,45:11.0,4,PHONE
15151504,DSRDSU,DISORDERLY SUBJECT,SPD ,2S11  ,34:08.0,38:46.0,45:38.0,55:05.0,3,E911 
15151519,TRFHAZ,TRAFFIC HAZARD,SPD ,5C2   ,04:21.0,07:05.0,18:45.0,49:19.0,3,PHONE
15151547,WARSER,WARRANT SERVICE,SPD ,SP659 ,34:10.0,34:10.0,34:10.0,36:04.0,4,SELF 
15151554,TRSPS ,CRIMINAL TRESPASS,SPD ,2S18  ,40:31.0,45:26.0,48:14.0,41:30.0,3,PHONE
15151607,CHKWLF,CHECK WELFARE,SPD ,2S20  ,42:41.0,53:00.0,56:59.0,06:04.0,4,PHONE
15151617,REKEND,RECKLESS ENDANGERING,SPD ,2M2   ,47:50.0,51:58.0,59:18.0,03:00.0,3,PHONE
15151618,3050,SHOPLIFT 3050 PROGRAM,SPD ,3S11  ,49:21.0,11:34.0,15:22.0,22:30.0,4,PHONE
15151639,THEFT ,THEFT,SPD ,      ,13:02.0,NULL,NULL,NULL,4,PHONE
15151655,ASLT  ,HARASSMENT,SPD ,3S21  ,31:02.0,53:20.0,05:40.0,18:58.0,4,PHONE
15151686,WARSER,WARRANT SERVICE,SPD ,SP659 ,16:07.0,16:07.0,16:07.0,18:42.0,4,SELF 
15151694,FOLUP ,FOLLOW UP,SPD ,5C1   ,32:00.0,32:00.0,32:00.0,48:53.0,5,SELF 
15151700,CHKWLF,CHECK WELFARE,SPD ,3S22  ,40:39.0,46:58.0,56:18.0,20:04.0,3,PHONE
